key,Начало нагрева дугой,Конец нагрева дугой,Активная мощность,Реактивная мощность
757,2019-06-02 03:02:10,2019-06-02 03:04:33,0.968253,0.744893
757,2019-06-02 03:06:05,2019-06-02 03:06:46,1.109305,0.839574
758,2019-06-02 03:44:01,2019-06-02 03:46:01,0.995232,0.677011
758,2019-06-02 03:49:41,2019-06-02 03:52:27,0.889737,0.785355
758,2019-06-02 03:56:43,2019-06-02 03:59:03,0.862144,0.646339
758,2019-06-02 04:18:49,2019-06-02 04:21:11,0.755479,0.593876
758,2019-06-02 04:30:42,2019-06-02 04:31:33,0.396211,0.289383
758,2019-06-02 04:35:31,2019-06-02 04:37:17,1.193629,0.752608
759,2019-06-02 04:46:12,2019-06-02 04:48:20,1.187427,0.786437
759,2019-06-02 04:54:13,2019-06-02 05:00:13,0.3626,0.27267
759,2019-06-02 05:17:50,2019-06-02 05:20:07,0.778878,0.529106
759,2019-06-02 05:22:33,2019-06-02 05:28:04,0.657958,0.518924
759,2019-06-02 05:40:06,2019-06-02 05:42:25,0.663066,0.489516
759,2019-06-02 05:43:52,2019-06-02 05:46:06,0.969239,0.858142
759,2019-06-02 05:52:23,2019-06-02 05:53:31,0.471479,0.309744
760,2019-06-02 06:04:58,2019-06-02 06:06:11,0.404808,0.27806
760,2019-06-02 06:08:34,2019-06-02 06:12:32,0.30476,0.221172
760,2019-06-02 06:15:20,2019-06-02 06:17:24,0.817488,0.568593
760,2019-06-02 06:19:41,2019-06-02 06:22:11,0.402072,0.37107
760,2019-06-02 06:25:33,2019-06-02 06:26:16,0.507489,0.379269
761,2019-06-02 06:54:59,2019-06-02 06:57:03,0.391152,0.269753
761,2019-06-02 07:03:27,2019-06-02 07:05:47,0.314761,0.257669
761,2019-06-02 07:12:06,2019-06-02 07:15:13,0.781207,0.501082
761,2019-06-02 07:22:43,2019-06-02 07:25:16,0.76855,0.598682
761,2019-06-02 07:26:40,2019-06-02 07:27:43,0.832687,0.576746
762,2019-06-02 07:46:56,2019-06-02 07:49:10,1.155589,0.79325
762,2019-06-02 07:54:26,2019-06-02 07:56:40,0.473053,0.330474
762,2019-06-02 08:06:02,2019-06-02 08:06:42,0.841703,0.592447
762,2019-06-02 08:13:39,2019-06-02 08:15:56,0.553238,0.359851
762,2019-06-02 08:23:00,2019-06-02 08:24:22,1.294039,0.81438
763,2019-06-02 09:55:22,2019-06-02 09:57:30,0.479616,0.359246
763,2019-06-02 09:59:30,2019-06-02 10:00:33,0.364315,0.295042
763,2019-06-02 10:10:10,2019-06-02 10:10:55,0.56756,0.385623
763,2019-06-02 10:17:57,2019-06-02 10:18:57,0.267522,0.200618
763,2019-06-02 10:20:14,2019-06-02 10:21:37,0.466658,0.316877
764,2019-06-02 10:46:11,2019-06-02 10:48:15,1.202232,0.875271
764,2019-06-02 10:52:56,2019-06-02 10:55:53,0.597928,0.461553
764,2019-06-02 11:08:03,2019-06-02 11:10:03,0.776051,0.551017
764,2019-06-02 11:12:20,2019-06-02 11:13:37,0.737349,0.49559
764,2019-06-02 11:19:08,2019-06-02 11:20:13,0.580212,0.452742
765,2019-06-02 11:37:12,2019-06-02 11:39:56,0.612161,0.521601
765,2019-06-02 11:50:47,2019-06-02 11:51:47,0.570046,0.395069
767,2019-06-02 12:41:49,2019-06-02 12:44:20,0.495666,0.412244
767,2019-06-02 12:48:03,2019-06-02 12:50:48,0.969637,0.798442
767,2019-06-02 13:05:30,2019-06-02 13:07:28,0.924707,0.620129
768,2019-06-02 13:16:02,2019-06-02 13:18:14,0.419622,0.343048
768,2019-06-02 13:22:57,2019-06-02 13:25:32,0.634062,0.427334
768,2019-06-02 13:27:33,2019-06-02 13:29:47,0.818837,0.552423
768,2019-06-02 13:37:46,2019-06-02 13:39:17,0.536315,0.406378
769,2019-06-02 13:56:21,2019-06-02 13:58:31,0.551578,0.381444
769,2019-06-02 14:01:50,2019-06-02 14:03:01,1.109048,0.812544
769,2019-06-02 14:05:25,2019-06-02 14:08:34,0.532516,0.363058
769,2019-06-02 14:15:27,2019-06-02 14:16:27,0.832128,0.646302
769,2019-06-02 14:19:34,2019-06-02 14:20:35,0.42486,0.263464
769,2019-06-02 14:23:46,2019-06-02 14:26:21,1.336883,0.917938
769,2019-06-02 14:35:12,2019-06-02 14:36:14,0.402484,0.316451
770,2019-06-02 14:43:38,2019-06-02 14:45:29,0.996461,0.700277
770,2019-06-02 14:48:40,2019-06-02 14:51:33,0.432317,0.268351
770,2019-06-02 14:56:28,2019-06-02 14:58:07,0.312382,0.210726
770,2019-06-02 15:08:31,2019-06-02 15:10:42,1.25787,0.851861
771,2019-06-02 15:32:49,2019-06-02 15:34:52,0.41908,0.382651
771,2019-06-02 15:38:54,2019-06-02 15:41:56,1.133515,0.82331
771,2019-06-02 15:44:42,2019-06-02 15:46:19,0.506169,0.370802
771,2019-06-02 15:55:15,2019-06-02 15:56:41,0.36848,0.241077
771,2019-06-02 15:58:47,2019-06-02 16:00:37,0.588134,0.409835
772,2019-06-02 16:10:04,2019-06-02 16:13:08,0.806316,0.560158
772,2019-06-02 16:15:48,2019-06-02 16:21:08,0.49609,0.351802
772,2019-06-02 16:24:11,2019-06-02 16:26:45,0.436781,0.283315
773,2019-06-02 16:54:55,2019-06-02 16:58:07,0.599699,0.425158
773,2019-06-02 17:00:28,2019-06-02 17:05:41,0.641722,0.419357
773,2019-06-02 17:09:35,2019-06-02 17:12:29,0.815288,0.560102
773,2019-06-02 17:40:48,2019-06-02 17:42:10,0.820839,0.582165
773,2019-06-02 17:44:07,2019-06-02 17:45:58,0.954665,0.863089
774,2019-06-02 17:59:08,2019-06-02 18:02:22,0.508052,0.386888
774,2019-06-02 18:06:04,2019-06-02 18:12:07,0.484973,0.381814
774,2019-06-02 18:17:41,2019-06-02 18:20:25,0.264694,0.206079
775,2019-06-02 18:48:40,2019-06-02 18:50:52,0.555097,0.500434
775,2019-06-02 18:53:06,2019-06-02 18:59:40,0.590105,0.40885
775,2019-06-02 19:04:13,2019-06-02 19:07:21,0.322511,0.237329
775,2019-06-02 19:09:01,2019-06-02 19:11:30,0.489646,0.290863
775,2019-06-02 19:17:17,2019-06-02 19:19:47,1.308059,0.94794
776,2019-06-02 19:32:55,2019-06-02 19:35:57,1.140699,0.766086
776,2019-06-02 19:39:43,2019-06-02 19:41:47,0.410634,0.274306
777,2019-06-02 19:58:04,2019-06-02 20:00:25,0.657285,0.56016
777,2019-06-02 20:13:25,2019-06-02 20:15:10,0.751562,0.485484
777,2019-06-02 20:23:13,2019-06-02 20:24:18,0.5566,0.440358
778,2019-06-02 20:32:56,2019-06-02 20:35:07,0.474659,0.339303
778,2019-06-02 20:36:36,2019-06-02 20:41:25,0.50565,0.345749
778,2019-06-02 20:50:10,2019-06-02 20:57:15,0.502655,0.337408
778,2019-06-02 21:00:56,2019-06-02 21:04:19,0.490742,0.326984
779,2019-06-02 21:18:57,2019-06-02 21:21:09,0.512075,0.329297
779,2019-06-02 21:26:17,2019-06-02 21:28:23,0.273051,0.216986
779,2019-06-02 21:30:13,2019-06-02 21:33:15,0.738264,0.547893
779,2019-06-02 21:35:35,2019-06-02 21:39:20,1.204279,1.027348
779,2019-06-02 21:43:11,2019-06-02 21:44:13,0.665516,0.455295
780,2019-06-02 21:50:37,2019-06-02 21:52:42,0.612322,0.422091
780,2019-06-02 21:55:43,2019-06-02 21:58:57,0.453361,0.308385
780,2019-06-02 22:10:20,2019-06-02 22:13:02,0.330037,0.231079
780,2019-06-02 22:19:51,2019-06-02 22:21:24,0.976802,0.827356
781,2019-06-02 22:34:35,2019-06-02 22:37:23,0.786992,0.528208
781,2019-06-02 22:38:39,2019-06-02 22:40:46,0.997519,0.671664
781,2019-06-02 22:43:22,2019-06-02 22:44:15,0.386117,0.305735
781,2019-06-02 22:46:43,2019-06-02 22:48:46,0.586271,0.443902
781,2019-06-02 22:50:27,2019-06-02 22:53:01,0.877029,0.650084
782,2019-06-02 23:05:46,2019-06-02 23:08:01,0.508013,0.377949
782,2019-06-02 23:39:55,2019-06-02 23:40:47,0.887833,0.750987
783,2019-06-02 23:58:55,2019-06-03 00:01:13,0.374862,0.290219
783,2019-06-03 00:03:04,2019-06-03 00:08:16,0.292646,0.277972
783,2019-06-03 00:12:00,2019-06-03 00:14:59,0.452403,0.280274
783,2019-06-03 00:16:31,2019-06-03 00:22:12,0.604136,0.455274
783,2019-06-03 00:25:29,2019-06-03 00:26:40,0.4059,0.295543
783,2019-06-03 00:31:39,2019-06-03 00:33:29,1.153781,0.814531
784,2019-06-03 00:51:10,2019-06-03 00:54:46,0.780288,0.558365
784,2019-06-03 00:58:07,2019-06-03 01:00:32,0.486001,0.306071
784,2019-06-03 01:02:13,2019-06-03 01:05:23,0.594849,0.468533
784,2019-06-03 01:09:07,2019-06-03 01:11:16,0.294224,0.233471
784,2019-06-03 01:12:39,2019-06-03 01:14:03,1.270416,0.907346
784,2019-06-03 01:16:49,2019-06-03 01:17:14,0.423384,0.345847
784,2019-06-03 01:19:13,2019-06-03 01:20:16,0.594701,0.400199
785,2019-06-03 01:27:51,2019-06-03 01:31:05,0.663495,0.489247
785,2019-06-03 01:34:31,2019-06-03 01:36:12,0.794322,0.65939
785,2019-06-03 01:37:45,2019-06-03 01:40:01,0.466909,0.289645
785,2019-06-03 01:43:56,2019-06-03 01:45:36,0.297857,0.193573
786,2019-06-03 01:54:05,2019-06-03 01:56:10,0.546251,0.37537
786,2019-06-03 02:02:32,2019-06-03 02:04:39,0.439443,0.279974
786,2019-06-03 02:07:52,2019-06-03 02:10:58,0.50297,0.350638
786,2019-06-03 02:13:19,2019-06-03 02:16:35,0.337335,0.250936
786,2019-06-03 02:18:12,2019-06-03 02:20:21,0.52944,0.380177
786,2019-06-03 02:22:11,2019-06-03 02:23:12,1.204146,0.819057
787,2019-06-03 02:40:01,2019-06-03 02:42:30,0.46783,0.346243
787,2019-06-03 02:45:21,2019-06-03 02:48:16,0.982784,0.619539
787,2019-06-03 02:52:07,2019-06-03 02:56:18,0.857033,0.599508
787,2019-06-03 02:58:00,2019-06-03 03:01:10,0.578045,0.465769
787,2019-06-03 03:02:34,2019-06-03 03:04:40,0.881671,0.682712
788,2019-06-03 03:26:37,2019-06-03 03:29:26,0.26107,0.209685
788,2019-06-03 03:35:30,2019-06-03 03:42:36,1.197592,0.881674
788,2019-06-03 03:49:21,2019-06-03 03:52:26,0.405147,0.265303
788,2019-06-03 04:02:35,2019-06-03 04:04:49,0.556578,0.38402
788,2019-06-03 04:06:10,2019-06-03 04:07:10,0.612086,0.452382
789,2019-06-03 04:34:30,2019-06-03 04:36:47,0.463207,0.36489
789,2019-06-03 04:40:32,2019-06-03 04:44:08,0.738343,0.498596
789,2019-06-03 04:46:03,2019-06-03 04:51:06,0.627496,0.435451
789,2019-06-03 05:00:57,2019-06-03 05:04:31,0.46512,0.34954
789,2019-06-03 05:11:31,2019-06-03 05:14:05,0.869806,0.646847
789,2019-06-03 05:17:14,2019-06-03 05:19:01,0.751623,0.509039
790,2019-06-03 05:27:12,2019-06-03 05:29:16,0.649644,0.563313
790,2019-06-03 05:35:13,2019-06-03 05:41:08,0.323488,0.242466
790,2019-06-03 05:47:43,2019-06-03 05:54:09,0.56591,0.424829
790,2019-06-03 05:59:51,2019-06-03 06:03:19,0.726899,0.518138
790,2019-06-03 06:08:31,2019-06-03 06:10:15,0.553932,0.347208
790,2019-06-03 06:11:31,2019-06-03 06:13:23,0.808582,0.555802
791,2019-06-03 06:31:19,2019-06-03 06:33:55,1.207435,1.001956
791,2019-06-03 06:38:47,2019-06-03 06:46:34,0.474973,0.443324
791,2019-06-03 07:04:08,2019-06-03 07:08:56,0.760112,0.547538
791,2019-06-03 07:10:33,2019-06-03 07:12:47,0.667002,0.529408
791,2019-06-03 07:15:42,2019-06-03 07:18:56,1.358563,1.020411
791,2019-06-03 07:26:04,2019-06-03 07:28:20,0.593332,0.423768
792,2019-06-03 07:59:37,2019-06-03 08:01:38,0.570443,0.423311
792,2019-06-03 08:08:54,2019-06-03 08:15:05,0.605838,0.541123
792,2019-06-03 08:19:10,2019-06-03 08:24:11,0.833894,0.637736
792,2019-06-03 08:26:37,2019-06-03 08:33:22,0.506455,0.39308
792,2019-06-03 08:41:10,2019-06-03 08:43:40,0.714133,0.511493
792,2019-06-03 08:48:26,2019-06-03 08:49:26,0.272623,0.191058
793,2019-06-03 08:57:41,2019-06-03 08:59:47,0.465189,0.342471
793,2019-06-03 09:04:23,2019-06-03 09:06:58,1.246053,0.856844
793,2019-06-03 09:17:19,2019-06-03 09:19:35,0.374865,0.250959
793,2019-06-03 09:24:24,2019-06-03 09:25:24,0.865655,0.630965
794,2019-06-03 09:45:41,2019-06-03 09:47:48,0.407192,0.344649
794,2019-06-03 09:53:48,2019-06-03 09:58:33,0.36624,0.23575
794,2019-06-03 10:01:38,2019-06-03 10:04:32,0.532163,0.392168
794,2019-06-03 10:06:17,2019-06-03 10:09:54,0.90778,0.712299
794,2019-06-03 10:13:05,2019-06-03 10:15:16,0.745377,0.559991
795,2019-06-03 10:47:06,2019-06-03 10:49:09,0.509452,0.363567
795,2019-06-03 10:55:27,2019-06-03 11:01:14,0.964469,0.853598
795,2019-06-03 11:03:24,2019-06-03 11:06:43,0.509079,0.395677
795,2019-06-03 11:09:50,2019-06-03 11:16:36,1.144557,0.878953
795,2019-06-03 11:21:54,2019-06-03 11:23:32,0.445856,0.343952
796,2019-06-03 11:37:38,2019-06-03 11:39:31,0.484979,0.401838
796,2019-06-03 11:43:28,2019-06-03 11:49:24,0.40081,0.274311
796,2019-06-03 11:51:32,2019-06-03 11:57:43,1.107395,0.855791
796,2019-06-03 12:00:21,2019-06-03 12:03:27,0.411854,0.298619
797,2019-06-03 12:26:07,2019-06-03 12:28:07,0.44653,0.296491
797,2019-06-03 12:29:50,2019-06-03 12:32:29,1.133763,0.770238
797,2019-06-03 12:34:48,2019-06-03 12:39:54,0.563688,0.378664
798,2019-06-03 12:56:48,2019-06-03 12:58:40,0.763765,0.695286
798,2019-06-03 13:00:07,2019-06-03 13:05:15,0.722747,0.54622
798,2019-06-03 13:08:57,2019-06-03 13:11:41,0.475964,0.3574
798,2019-06-03 13:12:58,2019-06-03 13:14:36,1.049931,0.659704
799,2019-06-03 13:39:00,2019-06-03 13:40:37,0.85707,0.665454
799,2019-06-03 13:42:24,2019-06-03 13:48:20,0.680881,0.479703
799,2019-06-03 13:51:15,2019-06-03 13:53:13,0.36605,0.320169
800,2019-06-03 14:15:46,2019-06-03 14:17:21,1.124252,0.73372
800,2019-06-03 14:19:23,2019-06-03 14:22:31,0.487654,0.363456
801,2019-06-03 14:47:17,2019-06-03 14:48:54,0.535144,0.488406
801,2019-06-03 14:50:49,2019-06-03 14:55:53,0.470875,0.396233
801,2019-06-03 14:58:12,2019-06-03 15:01:38,0.281267,0.211039
801,2019-06-03 17:56:30,2019-06-03 17:58:21,0.767122,0.582426
801,2019-06-03 18:00:40,2019-06-03 18:06:19,0.557029,0.376668
801,2019-06-03 18:07:53,2019-06-03 18:11:06,0.597861,0.4075
801,2019-06-03 18:18:55,2019-06-03 18:20:46,0.368383,0.289558
802,2019-06-03 18:23:12,2019-06-03 18:26:18,0.273134,0.212775
802,2019-06-03 18:30:51,2019-06-03 18:35:25,0.448982,0.313772
802,2019-06-03 18:39:12,2019-06-03 18:43:37,0.421168,0.33029
802,2019-06-03 18:58:02,2019-06-03 18:59:17,0.778069,0.651129
802,2019-06-03 19:01:23,2019-06-03 19:03:47,0.697661,0.527417
802,2019-06-03 19:17:00,2019-06-03 19:19:56,0.632948,0.387346
803,2019-06-03 19:44:50,2019-06-03 19:47:03,0.79151,0.634018
803,2019-06-03 19:49:24,2019-06-03 19:52:29,0.365132,0.242873
803,2019-06-03 19:53:37,2019-06-03 19:54:00,0.912965,0.619206
803,2019-06-03 20:00:44,2019-06-03 20:05:52,0.500981,0.347741
803,2019-06-03 20:08:50,2019-06-03 20:15:05,0.834155,0.644665
803,2019-06-03 20:17:27,2019-06-03 20:21:50,0.916199,0.596081
803,2019-06-03 20:29:51,2019-06-03 20:33:09,0.466848,0.337425
804,2019-06-03 21:22:31,2019-06-03 21:25:36,0.572614,0.384995
804,2019-06-03 21:35:06,2019-06-03 21:37:07,0.744228,0.549109
804,2019-06-03 21:38:55,2019-06-03 21:42:51,0.600432,0.413836
804,2019-06-03 21:44:56,2019-06-03 21:47:51,0.7884,0.589943
805,2019-06-03 22:03:19,2019-06-03 22:06:31,0.565124,0.396018
805,2019-06-03 22:12:07,2019-06-03 22:17:10,0.343368,0.237709
805,2019-06-03 22:18:41,2019-06-03 22:20:52,1.311818,1.049533
805,2019-06-03 22:29:29,2019-06-03 22:30:29,0.554356,0.386787
805,2019-06-03 22:32:26,2019-06-03 22:33:42,1.197704,0.891372
806,2019-06-03 22:49:09,2019-06-03 22:51:17,1.062405,0.706179
806,2019-06-03 22:54:38,2019-06-03 23:00:36,0.646506,0.561927
806,2019-06-03 23:02:21,2019-06-03 23:05:29,0.848643,0.618829
806,2019-06-03 23:23:44,2019-06-03 23:26:57,0.632338,0.503616
806,2019-06-03 23:39:00,2019-06-03 23:40:56,0.413192,0.281837
807,2019-06-03 23:54:32,2019-06-03 23:57:17,0.778228,0.657505
807,2019-06-04 00:02:07,2019-06-04 00:08:35,0.557254,0.357179
807,2019-06-04 00:10:36,2019-06-04 00:13:36,0.451111,0.316666
807,2019-06-04 00:17:26,2019-06-04 00:19:42,1.044302,0.867968
807,2019-06-04 00:22:36,2019-06-04 00:25:07,0.576144,0.511231
807,2019-06-04 00:27:55,2019-06-04 00:30:03,0.485102,0.343197
808,2019-06-04 00:35:45,2019-06-04 00:37:49,0.264677,0.245355
808,2019-06-04 00:42:05,2019-06-04 00:43:29,0.755159,0.590147
808,2019-06-04 00:44:52,2019-06-04 00:47:39,0.355133,0.230989
808,2019-06-04 00:48:53,2019-06-04 00:50:17,1.277703,0.986141
808,2019-06-04 00:55:45,2019-06-04 00:58:02,0.778034,0.515707
808,2019-06-04 01:00:28,2019-06-04 01:05:50,1.057757,0.780727
808,2019-06-04 01:07:05,2019-06-04 01:09:22,0.417867,0.326764
808,2019-06-04 01:16:22,2019-06-04 01:17:28,1.291864,0.9404
809,2019-06-04 01:31:16,2019-06-04 01:33:22,0.498159,0.351956
809,2019-06-04 01:38:38,2019-06-04 01:40:04,0.444206,0.311509
809,2019-06-04 01:41:37,2019-06-04 01:45:49,1.283908,1.052931
809,2019-06-04 01:48:31,2019-06-04 01:52:08,0.47179,0.313225
809,2019-06-04 01:55:29,2019-06-04 01:58:53,0.308394,0.200265
809,2019-06-04 02:11:07,2019-06-04 02:12:40,1.023081,0.719511
810,2019-06-04 02:21:26,2019-06-04 02:23:43,0.424517,0.350743
810,2019-06-04 02:25:32,2019-06-04 02:30:04,0.68436,0.608782
810,2019-06-04 02:34:50,2019-06-04 02:36:02,0.906313,0.717106
810,2019-06-04 02:45:19,2019-06-04 02:46:18,1.129709,0.736971
810,2019-06-04 02:51:57,2019-06-04 02:54:23,1.01304,0.697142
810,2019-06-04 02:58:03,2019-06-04 02:59:00,0.712905,0.485853
811,2019-06-04 03:09:41,2019-06-04 03:16:49,0.827128,0.587561
811,2019-06-04 03:20:36,2019-06-04 03:26:01,0.89958,0.575583
811,2019-06-04 03:28:23,2019-06-04 03:32:37,0.610716,0.393616
811,2019-06-04 03:34:40,2019-06-04 03:38:03,0.725162,0.660557
811,2019-06-04 03:40:25,2019-06-04 03:43:29,0.647319,0.553639
811,2019-06-04 03:49:16,2019-06-04 03:50:39,0.504816,0.373992
812,2019-06-04 04:15:48,2019-06-04 04:21:33,0.528127,0.443218
812,2019-06-04 04:22:55,2019-06-04 04:29:14,0.454587,0.332425
812,2019-06-04 04:31:12,2019-06-04 04:35:10,0.50316,0.372161
813,2019-06-04 05:00:50,2019-06-04 05:02:17,0.957722,0.667262
813,2019-06-04 05:04:51,2019-06-04 05:13:10,1.144993,0.873411
813,2019-06-04 05:16:06,2019-06-04 05:18:57,0.469646,0.317151
813,2019-06-04 05:25:57,2019-06-04 05:30:32,0.672502,0.473721
813,2019-06-04 05:34:08,2019-06-04 05:39:22,0.343884,0.282987
813,2019-06-04 05:41:16,2019-06-04 05:47:22,0.743658,0.589972
813,2019-06-04 05:49:19,2019-06-04 05:53:54,0.499398,0.396467
813,2019-06-04 05:55:30,2019-06-04 05:58:29,0.536763,0.347735
813,2019-06-04 06:01:57,2019-06-04 06:03:18,0.73074,0.519287
814,2019-06-04 06:11:33,2019-06-04 06:14:03,0.67796,0.56319
814,2019-06-04 06:16:38,2019-06-04 06:23:43,0.673079,0.585279
814,2019-06-04 06:31:57,2019-06-04 06:34:09,0.628844,0.47051
814,2019-06-04 07:00:44,2019-06-04 07:02:37,1.179298,0.858494
814,2019-06-04 07:05:30,2019-06-04 07:08:13,0.746309,0.585028
814,2019-06-04 07:13:20,2019-06-04 07:14:43,0.72756,0.517331
815,2019-06-04 07:33:33,2019-06-04 07:35:18,0.876219,0.692811
815,2019-06-04 07:37:31,2019-06-04 07:43:11,0.627718,0.497443
815,2019-06-04 07:45:35,2019-06-04 07:51:05,0.630719,0.4553
815,2019-06-04 08:10:54,2019-06-04 08:11:33,0.417701,0.297456
815,2019-06-04 08:13:57,2019-06-04 08:15:12,0.978943,0.646149
815,2019-06-04 08:17:49,2019-06-04 08:19:52,0.425322,0.361822
815,2019-06-04 08:30:40,2019-06-04 08:31:48,0.680174,0.490637
816,2019-06-04 08:42:30,2019-06-04 08:44:28,0.700647,0.546526
816,2019-06-04 08:48:40,2019-06-04 08:53:47,0.589297,0.415218
816,2019-06-04 09:09:21,2019-06-04 09:12:33,0.55814,0.416639
816,2019-06-04 09:20:15,2019-06-04 09:22:29,1.000432,0.72238
817,2019-06-04 09:42:50,2019-06-04 09:44:40,1.092778,0.952904
817,2019-06-04 09:48:04,2019-06-04 09:50:51,0.464554,0.330205
817,2019-06-04 10:06:08,2019-06-04 10:08:05,0.870899,0.562288
817,2019-06-04 10:10:38,2019-06-04 10:11:21,0.468772,0.324563
817,2019-06-04 10:13:07,2019-06-04 10:16:34,0.690364,0.453945
817,2019-06-04 10:22:43,2019-06-04 10:23:50,0.477369,0.381277
817,2019-06-04 10:26:44,2019-06-04 10:28:59,0.341734,0.252067
818,2019-06-04 10:36:20,2019-06-04 10:38:14,0.604517,0.417069
818,2019-06-04 10:39:55,2019-06-04 10:44:22,0.432985,0.378055
818,2019-06-04 10:48:25,2019-06-04 10:50:02,0.779209,0.553146
818,2019-06-04 10:55:05,2019-06-04 10:55:59,0.468183,0.355449
818,2019-06-04 10:58:54,2019-06-04 10:59:22,0.431354,0.319384
819,2019-06-04 11:20:31,2019-06-04 11:22:33,0.42907,0.285337
819,2019-06-04 11:33:27,2019-06-04 11:37:30,0.569388,0.395808
819,2019-06-04 11:41:30,2019-06-04 11:42:33,0.411043,0.318147
819,2019-06-04 11:51:47,2019-06-04 11:54:35,0.661589,0.429188
819,2019-06-04 11:57:52,2019-06-04 12:00:02,0.549457,0.426162
819,2019-06-04 12:02:21,2019-06-04 12:03:29,0.545444,0.384933
820,2019-06-04 12:24:12,2019-06-04 12:26:19,0.85053,0.601586
820,2019-06-04 12:33:34,2019-06-04 12:35:37,1.18685,0.855589
820,2019-06-04 12:47:52,2019-06-04 12:49:00,1.291267,0.958768
820,2019-06-04 12:59:11,2019-06-04 13:00:29,0.296596,0.204883
820,2019-06-04 13:10:29,2019-06-04 13:13:10,0.300235,0.216693
821,2019-06-04 13:39:15,2019-06-04 13:41:29,0.844937,0.627245
821,2019-06-04 13:51:42,2019-06-04 13:54:05,0.535139,0.475506
821,2019-06-04 13:58:55,2019-06-04 14:03:34,0.446641,0.320144
821,2019-06-04 14:14:18,2019-06-04 14:18:33,0.928152,0.647009
821,2019-06-04 14:24:55,2019-06-04 14:25:56,0.675886,0.478896
821,2019-06-04 14:28:59,2019-06-04 14:30:02,0.622251,0.430718
822,2019-06-04 14:39:08,2019-06-04 14:41:17,0.897888,0.594213
822,2019-06-04 14:43:49,2019-06-04 14:49:21,0.914592,0.770289
822,2019-06-04 14:59:13,2019-06-04 15:00:49,0.499021,0.347649
823,2019-06-04 15:12:00,2019-06-04 15:14:56,0.485295,0.378845
823,2019-06-04 15:17:23,2019-06-04 15:19:03,0.818777,0.521382
823,2019-06-04 15:20:16,2019-06-04 15:25:25,0.525782,0.428174
823,2019-06-04 15:27:23,2019-06-04 15:32:23,0.477902,0.343659
823,2019-06-04 15:34:22,2019-06-04 15:37:25,0.454973,0.291742
824,2019-06-04 15:55:53,2019-06-04 15:58:02,0.387267,0.229979
824,2019-06-04 16:00:25,2019-06-04 16:04:19,0.556153,0.378352
824,2019-06-04 16:08:14,2019-06-04 16:10:53,0.74008,0.543747
824,2019-06-04 16:14:32,2019-06-04 16:19:41,0.752455,0.556901
824,2019-06-04 16:24:07,2019-06-04 16:25:47,0.549424,0.347078
824,2019-06-04 16:29:14,2019-06-04 16:30:42,0.469959,0.364768
825,2019-06-04 16:43:38,2019-06-04 16:46:27,0.818837,0.560034
825,2019-06-04 16:50:44,2019-06-04 16:53:32,0.471131,0.391873
825,2019-06-04 16:56:00,2019-06-04 16:59:04,1.376783,0.87464
826,2019-06-04 17:08:49,2019-06-04 17:12:05,0.571002,0.400045
826,2019-06-04 17:14:06,2019-06-04 17:21:49,0.416222,0.328256
826,2019-06-04 17:25:09,2019-06-04 17:27:36,0.935594,0.77643
826,2019-06-04 17:52:35,2019-06-04 17:53:38,1.217945,0.812316
826,2019-06-04 17:56:13,2019-06-04 17:57:14,0.74188,0.504934
826,2019-06-04 18:11:12,2019-06-04 18:13:14,0.656071,0.511872
827,2019-06-04 18:19:57,2019-06-04 18:23:12,0.627971,0.467664
827,2019-06-04 18:25:58,2019-06-04 18:29:29,1.186343,1.004081
827,2019-06-04 18:32:15,2019-06-04 18:34:19,0.449659,0.296935
828,2019-06-04 18:57:10,2019-06-04 19:00:12,0.613838,0.480226
828,2019-06-04 19:02:39,2019-06-04 19:07:02,0.467483,0.358271
828,2019-06-04 19:09:11,2019-06-04 19:12:48,0.495488,0.322877
828,2019-06-04 19:29:25,2019-06-04 19:31:02,0.775118,0.509145
829,2019-06-04 19:41:46,2019-06-04 19:44:48,0.744098,0.469454
829,2019-06-04 19:46:53,2019-06-04 19:52:54,0.974479,0.719198
829,2019-06-04 19:54:04,2019-06-04 19:57:20,1.004372,0.741639
829,2019-06-04 20:40:06,2019-06-04 20:44:35,0.381942,0.243319
829,2019-06-04 20:50:45,2019-06-04 20:52:21,0.467882,0.37945
830,2019-06-04 21:01:23,2019-06-04 21:02:37,0.619629,0.492055
830,2019-06-04 21:04:39,2019-06-04 21:07:57,1.017244,0.684083
831,2019-06-04 21:32:30,2019-06-04 21:35:38,1.161757,0.789632
831,2019-06-04 21:37:14,2019-06-04 21:43:00,0.533705,0.399879
831,2019-06-04 21:50:11,2019-06-04 21:51:59,0.922128,0.628713
832,2019-06-04 21:59:00,2019-06-04 22:01:03,0.52124,0.46183
832,2019-06-04 22:15:35,2019-06-04 22:16:36,0.754847,0.541988
832,2019-06-04 22:18:07,2019-06-04 22:19:09,0.291627,0.192876
833,2019-06-04 22:50:14,2019-06-04 22:53:36,0.8599,0.623177
833,2019-06-04 22:57:19,2019-06-04 23:00:35,0.564634,0.394923
833,2019-06-04 23:08:03,2019-06-04 23:09:04,0.567931,0.505254
833,2019-06-04 23:10:13,2019-06-04 23:13:53,0.996677,0.788395
833,2019-06-04 23:26:43,2019-06-04 23:28:22,0.938224,0.68438
833,2019-06-04 23:33:17,2019-06-04 23:35:34,0.542658,0.435224
834,2019-06-04 23:40:59,2019-06-04 23:43:50,1.213961,0.943174
